component1,component2,component3,label
5.941497,0.5474334,-0.42115894,SciVis
1.4058071,-1.1226873,0.3908307,SciVis
-1.1390102,-0.2018467,-0.1584454,VAST
5.1050806,2.0337503,-0.32749155,SciVis
1.9430809,0.679237,-0.12883975,SciVis
10.226366,-3.1911504,-0.0969067,SciVis
-1.4006243,-1.0311612,-0.24171947,VAST
2.4974668,-3.4021022,1.1365865,SciVis
1.3901671,-3.8575337,1.5226967,SciVis
0.42942834,-0.9460855,0.47169724,SciVis
-1.1377054,-1.1186048,-0.022474295,VAST
-1.3940243,-2.5525339,0.14710431,VAST
9.375458,0.6770374,-0.92997974,SciVis
-1.4426372,-1.2551541,-0.39959213,VAST
1.6589004,-1.7687562,0.9548275,SciVis
4.5922723,-1.3400023,-0.6694832,SciVis
3.400911,-1.05918,0.006362352,SciVis
-0.38156018,-2.638788,0.6672962,VAST
-1.3498614,-0.17750518,-0.3197685,VAST
3.3014126,-2.747782,0.44484666,SciVis
8.06784,-2.8516462,0.2223202,SciVis
-0.041392233,1.8976387,0.16194986,InfoVis
-1.3581741,-2.5695155,0.3828492,VAST
5.9564853,-1.3232791,-0.1887275,SciVis
1.5663227,0.24368633,-0.29225996,SciVis
-1.4765973,-1.6260637,0.059109297,VAST
-1.2207752,-0.7295215,-0.21846291,VAST
6.4909983,-2.1362376,0.8245816,SciVis
9.549955,0.83186233,-0.054707684,SciVis
3.203853,-1.6810654,-0.50523216,SciVis
4.8476505,-0.89943725,-0.035675757,SciVis
0.19111158,-1.7294704,0.9525399,SciVis
3.8626184,-2.0255005,0.4028941,SciVis
0.21489967,-2.0427759,0.1017829,SciVis
3.1086078,-1.3603138,-0.028215911,SciVis
5.9714665,0.4837912,-0.1662925,SciVis
-0.49288052,2.1461356,0.18182747,InfoVis
-1.4262384,-1.659429,-0.20419782,VAST
-1.456742,-1.4990981,-0.13662559,VAST
-0.27968138,-0.051084172,-0.43761396,VAST
-0.30217633,0.07839106,0.07142016,InfoVis
-1.0265075,1.2475665,-0.08591959,InfoVis
0.45150635,-3.1430228,0.9700981,VAST
-0.36488435,0.0023456293,-0.13848554,InfoVis
-1.1175221,-1.8071615,-0.1915376,VAST
-0.17016803,2.7812054,0.4100834,InfoVis
-0.23348945,0.6198455,-0.026540153,InfoVis
-0.66152334,2.317306,-0.05523516,InfoVis
0.29393014,3.3229747,0.31887445,InfoVis
-1.2740172,-0.89122295,-0.12368583,InfoVis
-0.35860744,1.6124271,0.28796962,InfoVis
-1.3158733,-1.3175128,0.18337598,VAST
-0.85206133,0.12806095,0.087501675,VAST
-0.7980678,-0.918803,-0.14213425,VAST
-1.1348013,-0.6511579,-0.3009175,VAST
-1.4606974,-1.8779318,-0.28204256,VAST
-0.97752106,0.93350786,0.092376836,VAST
0.5947912,1.6676896,0.09484262,VAST
-1.0785936,-2.0941298,-0.004366262,VAST
-1.4616994,-2.2938125,0.0252442,VAST
-1.4103805,0.051717855,-0.6096277,VAST
-1.0574638,-1.9839361,-0.2658327,VAST
-1.4309858,-1.6494247,-0.099335685,VAST
-1.2248594,-1.6566652,-0.22856146,VAST
-1.5288103,-2.3065531,-0.16734247,VAST
-1.3161936,-1.4843374,0.112547524,VAST
-1.0214437,-2.4279907,0.30434805,VAST
-1.2776061,-2.435673,-0.068535455,VAST
-1.2554715,-1.2753242,0.18256849,VAST
-1.2260593,-1.050388,-0.1398459,VAST
-0.0337142,-1.7529529,0.87971306,VAST
-0.5156216,-0.1525648,-0.21255049,InfoVis
-0.67718905,-0.48714104,-0.32639217,InfoVis
-0.74902767,1.1351881,0.008089928,InfoVis
-1.5350174,-1.0073802,-0.20113641,InfoVis
1.7663757,2.7400463,0.090898156,InfoVis
-1.0206658,0.36553508,-0.19070843,InfoVis
-1.3948884,-0.88052595,-0.010292697,InfoVis
-0.4016117,1.0901562,-0.1529086,InfoVis
-1.5679487,0.34753984,-0.3573034,InfoVis
-0.04314998,1.0669888,0.05272772,InfoVis
-0.44273356,1.9940103,-0.00015620996,InfoVis
-1.2478559,-0.11622662,-0.0049530216,InfoVis
-0.95248026,0.1472031,-0.17670453,InfoVis
1.117259,4.024143,0.4877497,InfoVis
0.025817066,2.309754,0.15392578,InfoVis
-1.4245281,0.6081334,-0.37580326,InfoVis
-1.1451702,0.68087745,-0.13921656,InfoVis
1.7904758,2.1738465,0.027781952,InfoVis
-0.30699104,1.8089328,-0.07333348,InfoVis
-0.35803896,2.0268276,0.18857566,InfoVis
0.17917147,-0.07356045,0.29776064,InfoVis
-0.6243848,0.8997228,-0.20260112,InfoVis
-0.34575585,0.017957957,-0.027107798,InfoVis
-0.90462816,-0.03203923,0.112050295,InfoVis
-1.3140309,-2.447442,0.076231994,InfoVis
-0.82431185,1.1157488,0.0055087516,InfoVis
-1.1412665,-0.55055815,-0.14867309,InfoVis
-1.0052313,0.38804808,0.11949916,InfoVis
-0.80031055,0.30832908,-0.21939011,InfoVis
-0.5909463,1.6871486,0.20794658,InfoVis
0.47778997,1.0397519,0.035893578,InfoVis
-0.2780852,2.3304656,0.22020254,InfoVis
-0.48559877,1.2500786,0.16377866,InfoVis
-0.72609776,0.492152,-0.00459685,InfoVis
-0.80608094,2.2855363,-0.036668137,InfoVis
0.76316965,1.606739,-0.12761231,InfoVis
-1.4554362,-1.100336,-0.41101795,VAST
-1.3539445,-0.49154317,-0.1074834,VAST
-1.2116129,-1.0674528,-0.024171451,VAST
-0.91182506,1.4498667,-0.0072681797,VAST
-1.2490406,-1.3678705,-0.23201202,VAST
-1.1622899,0.7106037,0.06977366,VAST
-1.5350142,-0.9657541,-0.19213717,VAST
-0.60878444,0.5026033,-0.066649124,InfoVis
-1.2583961,0.36007774,-0.23180933,
